player_id,archetype,session_id,table_id,timestamp,round_no,bet_type,bet_amount,outcome,payout,is_win
P00,consistent,P00-D1-S2,T1,2026-06-01 20:21:00,29,Player,500,Banker,0.0,False
P00,consistent,P00-D1-S2,T1,2026-06-01 20:21:45,30,Banker,500,Player,0.0,False
P00,consistent,P00-D2-S1,T1,2026-06-02 14:00:00,1,Player,500,Player,500,True
P00,consistent,P00-D2-S1,T1,2026-06-02 14:00:45,2,Player,500,Player,500,True
P00,consistent,P00-D2-S1,T1,2026-06-02 14:01:30,3,Banker,500,Banker,475.0,True
P00,consistent,P00-D2-S1,T1,2026-06-02 14:02:15,4,Player,500,Banker,0.0,False
P00,consistent,P00-D2-S1,T1,2026-06-02 14:03:00,5,Player,500,Player,500,True
P00,consistent,P00-D2-S1,T1,2026-06-02 14:03:45,6,Banker,500,Banker,475.0,True
P00,consistent,P00-D2-S1,T1,2026-06-02 14:04:30,7,Player,500,Player,500,True
P00,consistent,P00-D2-S1,T1,2026-06-02 14:05:15,8,Banker,500,Banker,475.0,True
P00,consistent,P00-D2-S1,T1,2026-06-02 14:06:00,9,Player,500,Banker,0.0,False
P00,consistent,P00-D2-S1,T1,2026-06-02 14:06:45,10,Banker,500,Player,0.0,False
P00,consistent,P00-D2-S1,T1,2026-06-02 14:07:30,11,Player,500,Player,500,True
P00,consistent,P00-D2-S1,T1,2026-06-02 14:08:15,12,Player,500,Banker,0.0,False
P00,consistent,P00-D2-S1,T1,2026-06-02 14:09:00,13,Banker,500,Banker,475.0,True
P00,consistent,P00-D2-S1,T1,2026-06-02 14:09:45,14,Player,500,Player,500,True
P00,consistent,P00-D2-S1,T1,2026-06-02 14:10:30,15,Banker,500,Banker,475.0,True
P00,consistent,P00-D2-S1,T1,2026-06-02 14:11:15,16,Player,500,Tie,0.0,False
P00,consistent,P00-D2-S1,T1,2026-06-02 14:12:00,17,Player,500,Banker,0.0,False
P00,consistent,P00-D2-S1,T1,2026-06-02 14:12:45,18,Banker,500,Banker,475.0,True
P00,consistent,P00-D2-S1,T1,2026-06-02 14:13:30,19,Player,500,Banker,0.0,False
P00,consistent,P00-D2-S1,T1,2026-06-02 14:14:15,20,Banker,500,Banker,475.0,True
P00,consistent,P00-D2-S1,T1,2026-06-02 14:15:00,21,Player,500,Banker,0.0,False
P00,consistent,P00-D2-S1,T1,2026-06-02 14:15:45,22,Player,500,Banker,0.0,False
P00,consistent,P00-D2-S1,T1,2026-06-02 14:16:30,23,Banker,500,Player,0.0,False
P00,consistent,P00-D2-S1,T1,2026-06-02 14:17:15,24,Player,500,Banker,0.0,False
P00,consistent,P00-D2-S1,T1,2026-06-02 14:18:00,25,Banker,500,Banker,475.0,True
P00,consistent,P00-D2-S1,T1,2026-06-02 14:18:45,26,Player,500,Tie,0.0,False
P00,consistent,P00-D2-S1,T1,2026-06-02 14:19:30,27,Player,500,Player,500,True
P00,consistent,P00-D2-S1,T1,2026-06-02 14:20:15,28,Banker,500,Player,0.0,False
P00,consistent,P00-D2-S1,T1,2026-06-02 14:21:00,29,Banker,500,Banker,475.0,True
P00,consistent,P00-D2-S1,T1,2026-06-02 14:21:45,30,Banker,500,Banker,475.0,True
P00,consistent,P00-D2-S2,T1,2026-06-02 20:00:00,1,Player,500,Player,500,True
P00,consistent,P00-D2-S2,T1,2026-06-02 20:00:45,2,Banker,500,Tie,0.0,False
P00,consistent,P00-D2-S2,T1,2026-06-02 20:01:30,3,Banker,500,Banker,475.0,True
P00,consistent,P00-D2-S2,T1,2026-06-02 20:02:15,4,Banker,500,Player,0.0,False
P00,consistent,P00-D2-S2,T1,2026-06-02 20:03:00,5,Banker,500,Banker,475.0,True
P00,consistent,P00-D2-S2,T1,2026-06-02 20:03:45,6,Banker,500,Banker,475.0,True
P00,consistent,P00-D2-S2,T1,2026-06-02 20:04:30,7,Player,500,Banker,0.0,False
P00,consistent,P00-D2-S2,T1,2026-06-02 20:05:15,8,Player,500,Banker,0.0,False
P00,consistent,P00-D2-S2,T1,2026-06-02 20:06:00,9,Banker,500,Player,0.0,False
P00,consistent,P00-D2-S2,T1,2026-06-02 20:06:45,10,Player,500,Tie,0.0,False
P00,consistent,P00-D2-S2,T1,2026-06-02 20:07:30,11,Player,500,Tie,0.0,False
P00,consistent,P00-D2-S2,T1,2026-06-02 20:08:15,12,Banker,500,Player,0.0,False
P00,consistent,P00-D2-S2,T1,2026-06-02 20:09:00,13,Banker,500,Player,0.0,False
P00,consistent,P00-D2-S2,T1,2026-06-02 20:09:45,14,Banker,500,Banker,475.0,True
P00,consistent,P00-D2-S2,T1,2026-06-02 20:10:30,15,Tie,500,Banker,0.0,False
P00,consistent,P00-D2-S2,T1,2026-06-02 20:11:15,16,Player,500,Banker,0.0,False
P00,consistent,P00-D2-S2,T1,2026-06-02 20:12:00,17,Banker,500,Banker,475.0,True
P00,consistent,P00-D2-S2,T1,2026-06-02 20:12:45,18,Tie,500,Tie,4000.0,True
P00,consistent,P00-D2-S2,T1,2026-06-02 20:13:30,19,Player,500,Player,500,True
P00,consistent,P00-D2-S2,T1,2026-06-02 20:14:15,20,Banker,500,Banker,475.0,True
P00,consistent,P00-D2-S2,T1,2026-06-02 20:15:00,21,Player,500,Tie,0.0,False
P00,consistent,P00-D2-S2,T1,2026-06-02 20:15:45,22,Player,500,Player,500,True
P00,consistent,P00-D2-S2,T1,2026-06-02 20:16:30,23,Player,500,Banker,0.0,False
P00,consistent,P00-D2-S2,T1,2026-06-02 20:17:15,24,Player,500,Player,500,True
P00,consistent,P00-D2-S2,T1,2026-06-02 20:18:00,25,Tie,500,Banker,0.0,False
P00,consistent,P00-D2-S2,T1,2026-06-02 20:18:45,26,Banker,500,Banker,475.0,True
P00,consistent,P00-D2-S2,T1,2026-06-02 20:19:30,27,Player,500,Player,500,True
P00,consistent,P00-D2-S2,T1,2026-06-02 20:20:15,28,Banker,500,Banker,475.0,True
P00,consistent,P00-D2-S2,T1,2026-06-02 20:21:00,29,Banker,500,Player,0.0,False
P00,consistent,P00-D2-S2,T1,2026-06-02 20:21:45,30,Player,500,Player,500,True
P00,consistent,P00-D3-S1,T1,2026-06-03 14:00:00,1,Player,500,Banker,0.0,False
P00,consistent,P00-D3-S1,T1,2026-06-03 14:00:45,2,Player,500,Player,500,True
P00,consistent,P00-D3-S1,T1,2026-06-03 14:01:30,3,Player,500,Banker,0.0,False
P00,consistent,P00-D3-S1,T1,2026-06-03 14:02:15,4,Banker,500,Banker,475.0,True
P00,consistent,P00-D3-S1,T1,2026-06-03 14:03:00,5,Banker,500,Player,0.0,False
P00,consistent,P00-D3-S1,T1,2026-06-03 14:03:45,6,Player,500,Banker,0.0,False
P00,consistent,P00-D3-S1,T1,2026-06-03 14:04:30,7,Banker,500,Banker,475.0,True
P00,consistent,P00-D3-S1,T1,2026-06-03 14:05:15,8,Tie,500,Tie,4000.0,True
P00,consistent,P00-D3-S1,T1,2026-06-03 14:06:00,9,Banker,500,Banker,475.0,True
P00,consistent,P00-D3-S1,T1,2026-06-03 14:06:45,10,Player,500,Banker,0.0,False
P00,consistent,P00-D3-S1,T1,2026-06-03 14:07:30,11,Player,500,Player,500,True
P00,consistent,P00-D3-S1,T1,2026-06-03 14:08:15,12,Banker,500,Banker,475.0,True
P00,consistent,P00-D3-S1,T1,2026-06-03 14:09:00,13,Player,500,Player,500,True
P00,consistent,P00-D3-S1,T1,2026-06-03 14:09:45,14,Tie,500,Player,0.0,False
P00,consistent,P00-D3-S1,T1,2026-06-03 14:10:30,15,Banker,500,Player,0.0,False
P00,consistent,P00-D3-S1,T1,2026-06-03 14:11:15,16,Banker,500,Player,0.0,False
P00,consistent,P00-D3-S1,T1,2026-06-03 14:12:00,17,Player,500,Player,500,True
P00,consistent,P00-D3-S1,T1,2026-06-03 14:12:45,18,Banker,500,Banker,475.0,True
P00,consistent,P00-D3-S1,T1,2026-06-03 14:13:30,19,Player,500,Banker,0.0,False
P00,consistent,P00-D3-S1,T1,2026-06-03 14:14:15,20,Player,500,Banker,0.0,False
P00,consistent,P00-D3-S1,T1,2026-06-03 14:15:00,21,Banker,500,Player,0.0,False
P00,consistent,P00-D3-S1,T1,2026-06-03 14:15:45,22,Banker,500,Player,0.0,False
P00,consistent,P00-D3-S1,T1,2026-06-03 14:16:30,23,Player,500,Player,500,True
P00,consistent,P00-D3-S1,T1,2026-06-03 14:17:15,24,Banker,500,Player,0.0,False
P00,consistent,P00-D3-S1,T1,2026-06-03 14:18:00,25,Banker,500,Banker,475.0,True
P00,consistent,P00-D3-S1,T1,2026-06-03 14:18:45,26,Player,500,Banker,0.0,False
P00,consistent,P00-D3-S1,T1,2026-06-03 14:19:30,27,Banker,500,Player,0.0,False
P00,consistent,P00-D3-S1,T1,2026-06-03 14:20:15,28,Player,500,Player,500,True
P00,consistent,P00-D3-S1,T1,2026-06-03 14:21:00,29,Banker,500,Banker,475.0,True
P00,consistent,P00-D3-S1,T1,2026-06-03 14:21:45,30,Player,500,Banker,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:00:00,1,Player,500,Player,500,True
P00,consistent,P00-D3-S2,T1,2026-06-03 20:00:45,2,Player,500,Player,500,True
P00,consistent,P00-D3-S2,T1,2026-06-03 20:01:30,3,Banker,500,Banker,475.0,True
P00,consistent,P00-D3-S2,T1,2026-06-03 20:02:15,4,Player,500,Banker,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:03:00,5,Player,500,Player,500,True
P00,consistent,P00-D3-S2,T1,2026-06-03 20:03:45,6,Banker,500,Player,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:04:30,7,Banker,500,Banker,475.0,True
P00,consistent,P00-D3-S2,T1,2026-06-03 20:05:15,8,Player,500,Player,500,True
P00,consistent,P00-D3-S2,T1,2026-06-03 20:06:00,9,Player,500,Banker,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:06:45,10,Player,500,Banker,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:07:30,11,Tie,500,Player,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:08:15,12,Player,500,Player,500,True
P00,consistent,P00-D3-S2,T1,2026-06-03 20:09:00,13,Player,500,Banker,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:09:45,14,Player,500,Banker,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:10:30,15,Player,500,Player,500,True
P00,consistent,P00-D3-S2,T1,2026-06-03 20:11:15,16,Banker,500,Player,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:12:00,17,Banker,500,Player,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:12:45,18,Player,500,Player,500,True
P00,consistent,P00-D3-S2,T1,2026-06-03 20:13:30,19,Player,500,Banker,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:14:15,20,Banker,500,Player,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:15:00,21,Banker,500,Player,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:15:45,22,Banker,500,Banker,475.0,True
P00,consistent,P00-D3-S2,T1,2026-06-03 20:16:30,23,Player,500,Banker,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:17:15,24,Banker,500,Tie,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:18:00,25,Banker,500,Player,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:18:45,26,Player,500,Tie,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:19:30,27,Banker,500,Tie,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:20:15,28,Banker,500,Tie,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:21:00,29,Banker,500,Tie,0.0,False
P00,consistent,P00-D3-S2,T1,2026-06-03 20:21:45,30,Banker,500,Banker,475.0,True
P01,chaser,P01-D1-S1,T2,2026-06-01 20:00:00,1,Banker,500,Player,0.0,False
P01,chaser,P01-D1-S1,T2,2026-06-01 20:00:45,2,Player,750,Player,750,True
P01,chaser,P01-D1-S1,T2,2026-06-01 20:01:30,3,Player,500,Banker,0.0,False
P01,chaser,P01-D1-S1,T2,2026-06-01 20:02:15,4,Player,750,Banker,0.0,False
P01,chaser,P01-D1-S1,T2,2026-06-01 20:03:00,5,Player,1125,Banker,0.0,False
P01,chaser,P01-D1-S1,T2,2026-06-01 20:03:45,6,Player,1500,Player,1500,True
P01,chaser,P01-D1-S1,T2,2026-06-01 20:04:30,7,Player,500,Player,500,True
P01,chaser,P01-D1-S1,T2,2026-06-01 20:05:15,8,Banker,500,Banker,475.0,True
P01,chaser,P01-D1-S1,T2,2026-06-01 20:06:00,9,Banker,500,Player,0.0,False
P01,chaser,P01-D1-S1,T2,2026-06-01 20:06:45,10,Player,750,Banker,0.0,False
P01,chaser,P01-D1-S1,T2,2026-06-01 20:07:30,11,Banker,1125,Player,0.0,False
P01,chaser,P01-D1-S1,T2,2026-06-01 20:08:15,12,Banker,1500,Banker,1425.0,True
P01,chaser,P01-D1-S1,T2,2026-06-01 20:09:00,13,Banker,500,Banker,475.0,True
P01,chaser,P01-D1-S1,T2,2026-06-01 20:09:45,14,Banker,500,Banker,475.0,True
P01,chaser,P01-D1-S1,T2,2026-06-01 20:10:30,15,Player,500,Tie,0.0,False
P01,chaser,P01-D1-S1,T2,2026-06-01 20:11:15,16,Player,750,Player,750,True
P01,chaser,P01-D1-S1,T2,2026-06-01 20:12:00,17,Player,500,Banker,0.0,False
P01,chaser,P01-D1-S1,T2,2026-06-01 20:12:45,18,Banker,750,Banker,712.5,True
P01,chaser,P01-D1-S1,T2,2026-06-01 20:13:30,19,Player,500,Banker,0.0,False
P01,chaser,P01-D1-S1,T2,2026-06-01 20:14:15,20,Banker,750,Player,0.0,False
P01,chaser,P01-D1-S1,T2,2026-06-01 20:15:00,21,Banker,1125,Banker,1068.75,True
P01,chaser,P01-D1-S1,T2,2026-06-01 20:15:45,22,Player,500,Player,500,True
P01,chaser,P01-D1-S1,T2,2026-06-01 20:16:30,23,Banker,500,Player,0.0,False
P01,chaser,P01-D1-S1,T2,2026-06-01 20:17:15,24,Player,750,Banker,0.0,False
P01,chaser,P01-D1-S1,T2,2026-06-01 20:18:00,25,Banker,1125,Player,0.0,False
P01,chaser,P01-D1-S1,T2,2026-06-01 20:18:45,26,Player,1500,Player,1500,True
P01,chaser,P01-D1-S1,T2,2026-06-01 20:19:30,27,Banker,500,Player,0.0,False
P01,chaser,P01-D1-S1,T2,2026-06-01 20:20:15,28,Banker,750,Banker,712.5,True
P01,chaser,P01-D1-S1,T2,2026-06-01 20:21:00,29,Banker,500,Banker,475.0,True
P01,chaser,P01-D1-S1,T2,2026-06-01 20:21:45,30,Banker,500,Player,0.0,False
P01,chaser,P01-D1-S2,T2,2026-06-01 22:00:00,1,Player,750,Banker,0.0,False
P01,chaser,P01-D1-S2,T2,2026-06-01 22:00:45,2,Player,1125,Banker,0.0,False
P01,chaser,P01-D1-S2,T2,2026-06-01 22:01:30,3,Banker,1500,Player,0.0,False
P01,chaser,P01-D1-S2,T2,2026-06-01 22:02:15,4,Banker,1500,Player,0.0,False
P01,chaser,P01-D1-S2,T2,2026-06-01 22:03:00,5,Player,1500,Player,1500,True
P01,chaser,P01-D1-S2,T2,2026-06-01 22:03:45,6,Banker,500,Banker,475.0,True
P01,chaser,P01-D1-S2,T2,2026-06-01 22:04:30,7,Tie,500,Banker,0.0,False
P01,chaser,P01-D1-S2,T2,2026-06-01 22:05:15,8,Banker,750,Player,0.0,False
P01,chaser,P01-D1-S2,T2,2026-06-01 22:06:00,9,Player,1125,Banker,0.0,False
P01,chaser,P01-D1-S2,T2,2026-06-01 22:06:45,10,Player,1500,Banker,0.0,False
P01,chaser,P01-D1-S2,T2,2026-06-01 22:07:30,11,Tie,1500,Player,0.0,False
P01,chaser,P01-D1-S2,T2,2026-06-01 22:08:15,12,Tie,1500,Player,0.0,False
P01,chaser,P01-D1-S2,T2,2026-06-01 22:09:00,13,Player,1500,Player,1500,True
P01,chaser,P01-D1-S2,T2,2026-06-01 22:09:45,14,Player,500,Player,500,True
P01,chaser,P01-D1-S2,T2,2026-06-01 22:10:30,15,Player,500,Player,500,True
P01,chaser,P01-D1-S2,T2,2026-06-01 22:11:15,16,Player,500,Player,500,True
P01,chaser,P01-D1-S2,T2,2026-06-01 22:12:00,17,Banker,500,Player,0.0,False
P01,chaser,P01-D1-S2,T2,2026-06-01 22:12:45,18,Player,750,Banker,0.0,False
P01,chaser,P01-D1-S2,T2,2026-06-01 22:13:30,19,Player,1125,Player,1125,True
P01,chaser,P01-D1-S2,T2,2026-06-01 22:14:15,20,Banker,500,Player,0.0,False
P01,chaser,P01-D1-S2,T2,2026-06-01 22:15:00,21,Banker,750,Banker,712.5,True
P01,chaser,P01-D1-S2,T2,2026-06-01 22:15:45,22,Banker,500,Banker,475.0,True
P01,chaser,P01-D1-S2,T2,2026-06-01 22:16:30,23,Banker,500,Player,0.0,False
P01,chaser,P01-D1-S2,T2,2026-06-01 22:17:15,24,Player,750,Banker,0.0,False
P01,chaser,P01-D1-S2,T2,2026-06-01 22:18:00,25,Banker,1125,Player,0.0,False
P01,chaser,P01-D1-S2,T2,2026-06-01 22:18:45,26,Player,1500,Banker,0.0,False
P01,chaser,P01-D1-S2,T2,2026-06-01 22:19:30,27,Banker,1500,Banker,1425.0,True
P01,chaser,P01-D1-S2,T2,2026-06-01 22:20:15,28,Player,500,Banker,0.0,False
P01,chaser,P01-D1-S2,T2,2026-06-01 22:21:00,29,Player,750,Player,750,True
P01,chaser,P01-D1-S2,T2,2026-06-01 22:21:45,30,Player,500,Player,500,True
P01,chaser,P01-D2-S1,T2,2026-06-02 20:00:00,1,Banker,500,Banker,475.0,True
P01,chaser,P01-D2-S1,T2,2026-06-02 20:00:45,2,Player,500,Banker,0.0,False
P01,chaser,P01-D2-S1,T2,2026-06-02 20:01:30,3,Tie,750,Player,0.0,False
P01,chaser,P01-D2-S1,T2,2026-06-02 20:02:15,4,Player,1125,Banker,0.0,False
P01,chaser,P01-D2-S1,T2,2026-06-02 20:03:00,5,Player,1500,Player,1500,True
P01,chaser,P01-D2-S1,T2,2026-06-02 20:03:45,6,Banker,500,Banker,475.0,True
P01,chaser,P01-D2-S1,T2,2026-06-02 20:04:30,7,Banker,500,Banker,475.0,True
P01,chaser,P01-D2-S1,T2,2026-06-02 20:05:15,8,Player,500,Banker,0.0,False
P01,chaser,P01-D2-S1,T2,2026-06-02 20:06:00,9,Banker,750,Banker,712.5,True
P01,chaser,P01-D2-S1,T2,2026-06-02 20:06:45,10,Banker,500,Player,0.0,False
P01,chaser,P01-D2-S1,T2,2026-06-02 20:07:30,11,Banker,750,Player,0.0,False
P01,chaser,P01-D2-S1,T2,2026-06-02 20:08:15,12,Player,1125,Banker,0.0,False
P01,chaser,P01-D2-S1,T2,2026-06-02 20:09:00,13,Player,1500,Banker,0.0,False
P01,chaser,P01-D2-S1,T2,2026-06-02 20:09:45,14,Banker,1500,Banker,1425.0,True
P01,chaser,P01-D2-S1,T2,2026-06-02 20:10:30,15,Banker,500,Banker,475.0,True
P01,chaser,P01-D2-S1,T2,2026-06-02 20:11:15,16,Banker,500,Banker,475.0,True
P01,chaser,P01-D2-S1,T2,2026-06-02 20:12:00,17,Banker,500,Player,0.0,False
P01,chaser,P01-D2-S1,T2,2026-06-02 20:12:45,18,Player,750,Player,750,True
P01,chaser,P01-D2-S1,T2,2026-06-02 20:13:30,19,Banker,500,Banker,475.0,True
P01,chaser,P01-D2-S1,T2,2026-06-02 20:14:15,20,Player,500,Banker,0.0,False
P01,chaser,P01-D2-S1,T2,2026-06-02 20:15:00,21,Banker,750,Tie,0.0,False
P01,chaser,P01-D2-S1,T2,2026-06-02 20:15:45,22,Player,1125,Player,1125,True
P01,chaser,P01-D2-S1,T2,2026-06-02 20:16:30,23,Player,500,Player,500,True
P01,chaser,P01-D2-S1,T2,2026-06-02 20:17:15,24,Banker,500,Tie,0.0,False
P01,chaser,P01-D2-S1,T2,2026-06-02 20:18:00,25,Banker,750,Banker,712.5,True
P01,chaser,P01-D2-S1,T2,2026-06-02 20:18:45,26,Player,500,Banker,0.0,False
P01,chaser,P01-D2-S1,T2,2026-06-02 20:19:30,27,Banker,750,Player,0.0,False
P01,chaser,P01-D2-S1,T2,2026-06-02 20:20:15,28,Player,1125,Player,1125,True
P01,chaser,P01-D2-S1,T2,2026-06-02 20:21:00,29,Player,500,Banker,0.0,False
P01,chaser,P01-D2-S1,T2,2026-06-02 20:21:45,30,Banker,750,Player,0.0,False
P01,chaser,P01-D2-S2,T2,2026-06-02 22:00:00,1,Tie,1125,Player,0.0,False
P01,chaser,P01-D2-S2,T2,2026-06-02 22:00:45,2,Banker,1500,Banker,1425.0,True
P01,chaser,P01-D2-S2,T2,2026-06-02 22:01:30,3,Player,500,Banker,0.0,False
P01,chaser,P01-D2-S2,T2,2026-06-02 22:02:15,4,Banker,750,Tie,0.0,False
P01,chaser,P01-D2-S2,T2,2026-06-02 22:03:00,5,Banker,1125,Player,0.0,False
P01,chaser,P01-D2-S2,T2,2026-06-02 22:03:45,6,Player,1500,Player,1500,True
P01,chaser,P01-D2-S2,T2,2026-06-02 22:04:30,7,Player,500,Banker,0.0,False
P01,chaser,P01-D2-S2,T2,2026-06-02 22:05:15,8,Player,750,Player,750,True
P01,chaser,P01-D2-S2,T2,2026-06-02 22:06:00,9,Tie,500,Banker,0.0,False
P01,chaser,P01-D2-S2,T2,2026-06-02 22:06:45,10,Banker,750,Player,0.0,False
P01,chaser,P01-D2-S2,T2,2026-06-02 22:07:30,11,Banker,1125,Banker,1068.75,True
P01,chaser,P01-D2-S2,T2,2026-06-02 22:08:15,12,Banker,500,Player,0.0,False
P01,chaser,P01-D2-S2,T2,2026-06-02 22:09:00,13,Player,750,Player,750,True
P01,chaser,P01-D2-S2,T2,2026-06-02 22:09:45,14,Tie,500,Banker,0.0,False
